EnemyWeak#0,"""試し斬りにもならないの……"""
EnemyRare#14,"""あら、こんなところに"""
EnemyBoost#14,"""……厄介なのが来たわ"""
DestroyEnemy1#14,"""Buzz off!"""
DestroyEnemy2#14,"""Out of my way!"""
DestroyEnemy3#13,"""Next!"""
CondFreeze#14,"""Ugh... Frozen...!"""
CondBurn#14,"""It burns...!"""
CondShock#14,"""My body's numb!"""
CondPoison#14,"""Poison...? Well, damn."""
CondPanic#14,"""Ugh, I can't... focus my eyes!"""
CondStan#14,"""Can't... move!"""
CondMirage#14,"""My vision's all messed up!"""
Die#14,"""I'm... sorry..."""
ThankHeal#14,"""恩は返すわ"""
ThankBuff#14,"""Thank you very much!"""
ThankCure#14,"""手間をかけたわ"""
DefeatEnemy#14,"""先に進むわよ"""
LevelUp#14,"""How can you still get stronger?!"""
InvokeSkill1#14,"""Not happening!"""
InvokeSkill2#13,"""How's this?"""
InvokeSkill3#13,"""Got you!"""
PBFull#14,"""Now we're talking. Time to rain down on them!"""
PBRelease#14,"""Do you regret crossing us yet?!"""
Avoid#14,"""Too slow!"""
HealSelf#14,"""簡単にはやられないわよ"""
BuffSelf#14,"""I'm pulling out all the stops."""
HealOther#14,"""Hey, you're getting careless."""
BuffOther#14,"""Here you go."""
QuestStart1#14,"""Well, I'm here. Let's do this."""
QuestEnd1#14,"""悪くないわね"""
QuestEnd2#1,"""That wasn't so bad. We did good."""
IncidentStart#14,"""何かが起きそうね。<br>慎重にいきましょう"""
IncidentSuccess#14,"""問題解決ね"""
IncidentFailure#14,"""不甲斐ない……"""
PSE#14,"""フォトンの活性化、ね"""
PSELevelUp#14,"""さらに活性化させるわよ"""
PSEBurst#14,"""We're going in, Aurora!"""
HP30#14,"""Seems I'm slipping up."""
HP10#14,"""Not looking good."""
ItemRare#14,"""それ、レアな物じゃない？"""
DamageSmall#14,"""Geh!"""
DamageMiddle#14,"""この程度……！"""
DamageLarge#14,"""Damn, that hurts!"""
Trap#14,"""There's even traps?!"""
ThankTrapRescue#14,"""Well, that was embarrassing."""
TrapRescueOther#14,"""Couldn't just leave you like that."""
MemberDamaged#14,"""無理のしすぎよ。<br>下がってなさい！"""
MemberDead#14,"""……許さないわ"""
AbilityExe#14,"""調子がいいわ"""
AbilitySpecial#14,"""あたしに任せて！"""
Resurrect#14,"""Now's not the time to be resting."""
PartyJoin#14,"""/ci1 2 Let's go, Aurora!"""
Marvelous#14,"""You're... really something else, aren't you?"""
IncidentJsApcBegin#14,"""/mn36 /ci3 4 バレンタイン会場の下見に来たら<br>面倒なのに捕まっちゃったわ……<br>ちょっと力を貸してくれないかしら？"""
IncidentJsApcFailure#14,"""/mn13 力不足だったわ……"""
IncidentJsApcSuccess#14,"""/mn24 /ci2 2 無事成功ね。礼を言うわ。<br>……アウロラがうるさいから<br>もう行くわね。"""
IncidentJsApcBeginEvo#14,"""/mn5 /ci4 2 まだ終わりじゃないみたいね。<br>気を抜かずに行くわよ。"""
EnemyWeak#15,"""このぐらいなら大丈夫"""
EnemyLarge#15,"""わっ、大きいね！"""
EnemyBoss#15,"""強そう……だけど、負けない！"""
EnemyRare#15,"""わわっ、希少種だ！"""
EnemyBoost#15,"""……すごく、イヤな感じの敵"""
WeatherChange#0,"""大気のフォトンが騒いでる？"""
DestroyEnemy1#15,"""うん、うまくいった！"""
DestroyEnemy2#15,"""よし、いい感じ！"""
DestroyEnemy3#14,"""やったね！"""
CondFreeze#15,"""こ、凍っちゃった！？"""
CondBurn#15,"""あちっ、あちちっ！"""
CondShock#15,"""か、かか身体がしびれててて……！"""
CondPoison#15,"""うう……毒かな、気持ち悪い……"""
CondPanic#15,"""えっと、えっと、ええっとお！<br>何をどうすればいいんだっけ！<br>手当たり次第吹っ飛ばす？"""
CondStan#15,"""か、身体の自由がきかない……！"""
CondMirage#15,"""なんだか視界がぽわぽわー……"""
Die#15,"""失敗しちゃった、ごめんなさい……"""
ThankHeal#15,"""あ……ありがとう"""
ThankBuff#15,"""ふふっ、ありがとう"""
ThankCure#15,"""うう、ごめん、ありがとう"""
DefeatEnemy#15,"""終わったって感じだね"""
LevelUp#15,"""あっ、おめでとう！"""
InvokeSkill1#15,"""思い切り、いくよっ！"""
InvokeSkill2#14,"""はああああっ！"""
InvokeSkill3#14,"""これで終わらせるから！"""
TechFire#4,"""できることを、精一杯！"""
TechIce#5,"""負けないからっ！"""
TechThunder#4,"""手加減、しないからねっ！"""
TechWind#4,"""切り裂いてっ！"""
TechLight#5,"""Light!"""
TechDark#4,"""撃ち抜けっ！"""
PBFull#15,"""<%me>！<br>わたしたちも準備できてるよ！"""
PBRelease#15,"""わたしはもう……ひとりじゃないからっ！"""
TacticsFree#3,"""うん、わかった！<br>自由に動いてみるね！"""
TacticsGuard#3,"""ここは辛抱のしどころってことだね<br>まかせて、待つのは得意だよ！"""
TacticsMassedAttack#3,"""狙いを集中させる……<br>うん、わかったよ！"""
TacticsAttack#3,"""わたしが囮になるから<br>その隙にお願い！"""
Avoid#15,"""それっ！"""
HealSelf#15,"""回復回復っと"""
BuffSelf#15,"""補助を忘れちゃダメだよね"""
HealOther#15,"""大丈夫？<br>無理はしないでね"""
BuffOther#15,"""あ、待ってて<br>補助もかけちゃうから"""
QuestStart1#15,"""よーっし、がんばるよー！"""
QuestStart2#0,"""貴方と一緒なら……うん<br>ぜったいに、大丈夫！"""
QuestEnd1#15,"""すっごい頼もしかったよ！"""
QuestEnd2#2,"""すごいすごい！\u3000すごいよ！"""
IncidentStart#15,"""えっ、何、何が起きてるの？"""
IncidentSuccess#15,"""よかった、なんとかなったね"""
IncidentFailure#15,"""うう……ごめんなさい……<br>足、ひっぱっちゃった……"""
PSE#15,"""フォトンの感じが変わった……<br>PSEってやつなのかな？"""
PSELevelUp#15,"""なんだか続いてるみたいだね！<br>もっともっと、がんばろう！"""
PSEBurst#15,"""わぁ……これがPSEバーストって<br>やつなんだね、すごい！"""
HP30#15,"""うっ……ま、まだまだ<br>まだ大丈夫だよ、わたし！"""
HP10#15,"""……ううっ！<br>ごめん、ちょっとまずいかも……"""
ItemRare#15,"""あっ、それって<br>珍しいものだよね？"""
DamageSmall#15,"""いたっ！"""
DamageMiddle#15,"""Ow!"""
DamageLarge#15,"""わわわっ！"""
Trap#15,"""えっ、えっ、罠っ！？"""
ThankTrapRescue#15,"""ごめんなさい……<br>すっごく助かった"""
TrapRescueOther#15,"""大丈夫？<br>罠には気をつけてね"""
MemberDamaged#15,"""無理せず下がって！<br>大丈夫、わたしもいるから！"""
MemberDead#15,"""そんなっ！<br>こんなことになるなんて……！"""
AbilityExe#15,"""うん、がんばっちゃうからね！"""
AbilitySpecial#15,"""よーし、がんばっちゃうぞー！"""
Resurrect#15,"""今度は頑張るよー！"""
PartyJoin#15,"""/ci1 1 よろしくね！"""
Marvelous#15,"""すごい！\u3000わたしもがんばらないと！"""
IncidentJsApcBegin#15,"""/mn2 /ci4 2 あ、<%me>！<br>なんだか大変なことになってて……<br>お手伝い、頼んじゃってもいいかな？"""
IncidentJsApcFailure#15,"""/mn5 ごめんなさい、失敗しちゃった……"""
IncidentJsApcSuccess#15,"""/mn37 /ci1 2 ありがとう、なんとか倒せたね。<br>これで落ち着いて会場の飾りつけの<br>お手伝いができるよ。"""
IncidentJsApcBeginEvo#15,"""/mn2 /ci4 2 この雰囲気……<br>まだ来るのかな？"""
EnemyWeak#16,"""散ってください"""
EnemyLarge#16,"""視界の邪魔です"""
EnemyBoss#16,"""落ち着いて仕留めましょう"""
EnemyRare#16,"""珍しいエネミーですね"""
EnemyBoost#16,"""……立ち向かうまでです"""
DestroyEnemy1#16,"""You're done."""
DestroyEnemy2#16,"""さよなら"""
DestroyEnemy3#15,"""Excuse me."""
CondFreeze#16,"""Cold..."""
CondBurn#16,"""Hot..."""
CondShock#16,"""Pins and needles..."""
CondPoison#16,"""Sick..."""
CondPanic#16,"""Spin... Spin..."""
CondStan#16,"""Can't move..."""
CondMirage#16,"""Blurry..."""
Die#16,"""This... is my fate..."""
ThankHeal#16,"""感謝します"""
ThankBuff#16,"""お気遣い、ありがとうございます"""
ThankCure#16,"""I'm terribly sorry for the inconvenience."""
DefeatEnemy#16,"""ここはもう大丈夫のようですね"""
LevelUp#16,"""Strength is a priceless commodity..."""
InvokeSkill1#16,"""Sorry I can't do more..."""
InvokeSkill2#15,"""I will keep it simple..."""
TechFire#5,"""This is my duty..."""
TechIce#6,"""Don't move..."""
TechThunder#5,"""Please hit..."""
TechWind#5,"""死んでください"""
TechLight#6,"""How about this...?"""
TechDark#5,"""消えてください"""
PBFull#16,"""Now, suffer my wrath."""
PBRelease#16,"""I wish I could do more..."""
Avoid#16,"""Useless..."""
HealSelf#16,"""残念でしたね"""
BuffSelf#16,"""Battle without preparation is sure to end in failure..."""
HealOther#16,"""Are you ok?"""
BuffOther#16,"""Please do not let your guard down..."""
QuestStart1#16,"""Let us begin..."""
QuestEnd1#16,"""状況完了です。<br>お疲れさまでした"""
QuestEnd2#3,"""Please, allow me to work with you again."""
IncidentStart#16,"""構えてください。<br>……来ます"""
IncidentSuccess#16,"""成功ですね。<br>少しでも、お役に立てたら嬉しいです"""
IncidentFailure#16,"""もっと、力をつけなければ……"""
PSE#16,"""フォトンの励起状態が<br>開始しましたね"""
PSELevelUp#16,"""さらなる活性化を目指しましょう"""
PSEBurst#16,"""好機を逃さず参りましょう。"""
HP30#16,"""少々、無理しすぎたようです"""
HP10#16,"""……身を捨てる気はありません"""
ItemRare#16,"""ふふ、よかったですね。<br>欲しいものでしたか？"""
DamageSmall#16,"""Urg..."""
DamageMiddle#16,"""くうっ……！"""
DamageLarge#16,"""No..."""
Trap#16,"""Such archaic traps..."""
ThankTrapRescue#16,"""感謝します"""
TrapRescueOther#16,"""無事ですか？"""
MemberDamaged#16,"""お怪我はありませんか？"""
MemberDead#16,"""後悔を味わってください"""
AbilityExe#16,"""力が湧いてくるのを感じます"""
AbilitySpecial#16,"""私に戦わせてください！"""
Resurrect#16,"""……まだ、早いみたい"""
PartyJoin#16,"""/ci1 1 よろしくお願いします"""
Marvelous#16,"""I am quite impressed..."""
IncidentJsApcBegin#16,"""/mn3 /ci3 3 会場の準備をお手伝いするはずが……<br>すみませんが、ご協力お願いします。"""
IncidentJsApcFailure#16,"""/mn27 ……申し訳ありません。<br>一時退避させていただきます。"""
IncidentJsApcSuccess#16,"""/ci2 1 おかげさまで<br>会場の準備に遅れず合流できます。<br>ありがとうございました。"""
IncidentJsApcBeginEvo#16,"""/mn13 /ci4 2 新手のようですが、問題ありません。<br>油断せずに参りましょう。"""
EnemyWeak#17,"""余裕だね"""
EnemyLarge#17,"""大きいのがきたね"""
EnemyBoss#17,"""どうってことないな"""
EnemyRare#17,"""あれ、あまり見ない敵だね"""
EnemyBoost#17,"""相棒、気を引き締めていこう！"""
DestroyEnemy1#17,"""はい、終わり"""
DestroyEnemy2#17,"""次の相手は？"""
DestroyEnemy3#16,"""問題ない"""
CondFreeze#17,"""さ、さむい……！"""
CondBurn#17,"""あっつい……！"""
CondShock#17,"""ひ、ひべれて……！"""
CondPoison#17,"""毒、か……"""
CondPanic#17,"""ふらついて、悪い……"""
CondStan#17,"""動かなきゃ……！"""
CondMirage#17,"""……視界がぼやける"""
Die#17,"""おれにはまだ……約束が……"""
ThankHeal#17,"""ありがとう、助かるよ！"""
ThankBuff#17,"""ナイスフォロー！"""
ThankCure#17,"""頼りになるね！"""
DefeatEnemy#17,"""この調子でいこう！"""
LevelUp#17,"""さっすが。見習わせてもらうよ！"""
InvokeSkill1#17,"""もらった！"""
InvokeSkill2#16,"""くらえ！"""
InvokeSkill3#15,"""どうだ！"""
TechThunder#6,"""隙を突く！"""
PBRelease#17,"""失礼、ちょっと本気出すね"""
Avoid#17,"""よっと！"""
HealSelf#17,"""これも生きる覚悟さ！"""
BuffSelf#17,"""備えあれば憂いなし！"""
HealOther#17,"""大丈夫？\u3000気を付けてね！"""
BuffOther#17,"""これで安心！"""
QuestStart1#17,"""さあ、はじめよう！"""
QuestEnd1#17,"""おつかれ！\u3000やったね！"""
IncidentStart#17,"""油断せずにいこう！"""
IncidentSuccess#17,"""うん、成功だね！"""
IncidentFailure#17,"""……失敗から学ばなきゃな"""
PSE#17,"""お、いい波がきたね！"""
PSELevelUp#17,"""この波に乗り続けよう！"""
PSEBurst#17,"""直感に従っていこう！"""
HP30#17,"""まだ希望はあるさ！"""
HP10#17,"""ぐっ……負けるか！"""
ItemRare#17,"""お、いいモノ見つけたね"""
DamageSmall#17,"""いつっ"""
DamageMiddle#17,"""ぐぁっ"""
DamageLarge#17,"""まずい……！"""
Trap#17,"""トラップ！？"""
ThankTrapRescue#17,"""悪い……ありがとう！"""
TrapRescueOther#17,"""怪我はない？"""
MemberDamaged#17,"""心配させるなよ！"""
MemberDead#17,"""……よくも！"""
AbilityExe#17,"""よし、調子が出てきた！"""
AbilitySpecial#17,"""おれの本気は、これからだ！"""
Resurrect#17,"""……まだ、やれる！"""
PartyJoin#17,"""/ci2 1 よろしく、相棒！"""
Marvelous#17,"""めざましい活躍だね！"""
IncidentJsApcBegin#17,"""/toge /ci2 2 よう、やっぱり来てたのか。<br>コイツら、どうにかしないとだもんな。<br>さあ行くぜ、相棒っ！"""
IncidentJsApcFailure#17,"""さ、さすがに厳しいか……<br>すまない、先に帰らせてもらうよ。"""
IncidentJsApcSuccess#17,"""/ci2 1 これでひとまず会場は安全かな。<br>でも心配だし、念のためもう少し<br>見回って行くわ。ありがとな、相棒！"""
IncidentJsApcBeginEvo#17,"""/toge /ci3 2 ……また来るみたいだ。<br>ふん、受けて立つまでさ！<br>背中は頼むよ、相棒！"""
EnemyWeak#18,"""雑兵は去れ"""
EnemyLarge#18,"""斬りがいのありそうな身体だな"""
EnemyBoss#18,"""真打ち登場というわけか"""
EnemyRare#18,"""ほう、希少種か！"""
EnemyBoost#18,"""……む、これは"""
DestroyEnemy1#18,"""まずひとつ！"""
DestroyEnemy2#18,"""はははっ<br>調子が出てきたな！"""
DestroyEnemy3#17,"""まだ斬り足りんぞ！"""
CondFreeze#18,"""凍結とは……味な真似を！"""
CondBurn#18,"""燃焼か……面倒な！"""
CondShock#18,"""感電だと……厄介な！"""
CondPoison#18,"""毒に侵されようとも<br>我が剣が鈍ることはない"""
CondPanic#18,"""混乱していても<br>我が太刀筋に迷いはない"""
CondStan#18,"""ちっ……身動きがとれん"""
CondMirage#18,"""幻惑状態か……だが！"""
Die#18,"""示しがつかんな……"""
ThankHeal#18,"""感謝するぞ"""
ThankBuff#18,"""期待に応えねばな"""
ThankCure#18,"""これで万全だ"""
DefeatEnemy#18,"""斬り足りんな"""
LevelUp#18,"""うむ、さらに励むといい"""
InvokeSkill1#18,"""我が一刀にて果てよ！"""
InvokeSkill2#17,"""刹那にて斬り刻む！"""
InvokeSkill3#16,"""断！"""
PBFull#17,"""やれやれ、どうしてもやる気だな"""
PBRelease#18,"""さて、決着をつけようか"""
TacticsFree#4,"""では、随意に動こう"""
TacticsGuard#4,"""反撃の機を待つか"""
TacticsMassedAttack#4,"""狙いを統一するぞ"""
TacticsAttack#4,"""私に斬り刻まれたいものは<br>ゆるゆる前に出るといい"""
Avoid#18,"""遅いな！"""
HealSelf#18,"""詰めが甘いな"""
BuffSelf#18,"""使える手は使わせてもらう"""
HealOther#18,"""回復をおろそかにするなよ"""
BuffOther#18,"""補助も重要だぞ"""
QuestStart1#18,"""先陣にて斬り進む"""
QuestStart2#1,"""君の実力、あてにしているぞ"""
QuestEnd1#18,"""これで終わりだな"""
QuestEnd2#4,"""いい動きだったな"""
IncidentStart#18,"""……む、何か来るぞ"""
IncidentSuccess#18,"""文句のない結果だ"""
IncidentFailure#18,"""時には失敗もある"""
PSE#18,"""起きるか、ＰＳＥが"""
PSELevelUp#18,"""さらに続けるぞ"""
PSEBurst#18,"""久しいな、ここまでの状況は"""
HP30#18,"""戦闘機動に問題はない"""
HP10#18,"""……油断がすぎたか"""
ItemRare#18,"""いいものを見つけたようだな"""
DamageSmall#18,"""ほう"""
DamageMiddle#18,"""なかなか"""
DamageLarge#18,"""やるな！"""
Trap#18,"""この私が罠に……？"""
ThankTrapRescue#18,"""手間をかけたな"""
TrapRescueOther#18,"""いかなる時も気を抜くな"""
MemberDamaged#18,"""無理せず下がるといい"""
MemberDead#18,"""……無念は晴らす"""
AbilityExe#18,"""/toge ふむ、身体があたたまってきたな"""
AbilitySpecial#18,"""/toge 私に任せよ"""
Resurrect#18,"""まだ引退には早いのだ"""
PartyJoin#18,"""/ci1 1 私が出よう"""
Marvelous#18,"""見事な動きだ！"""
IncidentJsApcBegin#18,"""/toge /ci1 3 アークスの危機とあらば<br>私が駆けつけない理由はない。<br>助太刀させてもらおう。"""
IncidentJsApcFailure#18,"""デスクワークばかりでなまったか。<br>いろいろ考えねばならないな……<br>すまんが、退かせてもらうぞ。"""
IncidentJsApcSuccess#18,"""/ci1 3 うむ、よい運動だった。<br>では、私は行くとしよう。<br>精進を怠らないようにな。"""
IncidentJsApcBeginEvo#18,"""/ci5 3 まだ来るか……<br>余程、命がいらないと見える。"""
EnemyWeak#19,"""雑魚に用はないよ"""
EnemyLarge#19,"""図体だけでかくてもねえ"""
EnemyBoss#19,"""少しは楽しませてくれるのかな？"""
EnemyRare#19,"""へぇ、こんなところにも<br>出てくるものなんだねぇ"""
EnemyBoost#19,"""この空気……<br>面倒なのが来たね"""
DestroyEnemy1#19,"""さて、次"""
DestroyEnemy2#19,"""物足りないね"""
DestroyEnemy3#18,"""次はどいつだい？"""
CondFreeze#19,"""凍結？\u3000いい涼しさだね"""
CondBurn#19,"""燃焼？\u3000温い温い"""
CondShock#19,"""感電？\u3000丁度良いマッサージさ"""
CondPoison#19,"""毒？\u3000大したことじゃない"""
CondPanic#19,"""混乱？\u3000気配がわかれば十分"""
CondStan#19,"""行動不能？<br>まあ、ちょうどいいハンデだ"""
CondMirage#19,"""幻惑？\u3000楽しいじゃないか"""
Die#19,"""あたしも年だね……"""
ThankHeal#19,"""助かるよ"""
ThankBuff#19,"""いい判断だ"""
ThankCure#19,"""ま、放っておいても<br>よかったんだけどね"""
DefeatEnemy#19,"""なんだい、もう終わりかい？"""
LevelUp#19,"""若いっていいねえ"""
InvokeSkill1#19,"""耐えてみせなさい"""
InvokeSkill2#18,"""立ち塞がるのなら砕くのみ"""
InvokeSkill3#17,"""そら、道を空けなさい"""
TechLight#7,"""使えるだけだよ"""
TechDark#6,"""苦手だけどね"""
PBFull#18,"""少し調子に乗りすぎだね"""
PBRelease#19,"""さあ、出番だ、目覚めなさい"""
TacticsFree#5,"""いつも通り、自由にやるよ"""
TacticsGuard#5,"""そういうタチじゃないんだけど<br>まあ、従うよ"""
TacticsMassedAttack#5,"""同一ターゲットに攻撃を集中<br>正しい戦術だね"""
TacticsAttack#5,"""なんなら全部引き受けようか？"""
Avoid#19,"""どこ見てるんだい？"""
HealSelf#19,"""詰めが甘いよ"""
BuffSelf#19,"""使える手は使うだけさ"""
HealOther#19,"""回復をおろそかにしちゃダメだよ"""
BuffOther#19,"""補助を忘れるもんじゃない"""
QuestStart1#19,"""お手並み拝見"""
QuestStart2#2,"""今日は楽させてもらうよ？"""
QuestEnd1#19,"""筋がいいね、あんたは"""
QuestEnd2#5,"""いやー、やっぱりいいね<br>あんたと一緒だと楽だ"""
IncidentStart#19,"""おや、何かが起こるかな？"""
IncidentSuccess#19,"""いい結果だと思うよ"""
IncidentFailure#19,"""気にしすぎるのもよくないよ"""
PSE#19,"""フォトンがざわついてるねえ"""
PSELevelUp#19,"""まだまだ続くよ、これはね"""
PSEBurst#19,"""久々に見たね、ここまでのは"""
HP30#19,"""ちょっと手を抜きすぎたかな？"""
HP10#19,"""いいねぇこの感覚、久々だよ"""
ItemRare#19,"""へぇ、いいものじゃない"""
DamageSmall#19,"""くっ"""
DamageMiddle#19,"""うあっ"""
DamageLarge#19,"""やるねぇ"""
Trap#19,"""あちゃ、こんな罠を<br>見落としちゃってたか"""
ThankTrapRescue#19,"""ふー、助かったよ"""
TrapRescueOther#19,"""大丈夫かい？"""
MemberDamaged#19,"""一旦下がるかい？"""
MemberDead#19,"""……やってくれるじゃないか！"""
AbilityExe#19,"""/toge やれやれ、やーっと調子が<br>出てきた感じだよ"""
AbilitySpecial#19,"""/toge アタシに任せときな"""
Resurrect#19,"""やってくれるじゃないか"""
PartyJoin#19,"""/ci1 1 さあ、楽させてよ"""
Marvelous#19,"""いいねぇ、その動き！"""
IncidentJsApcBegin#19,"""/ci2 1 やれやれ、見ちゃいられないね。<br>乗りかかった船ってやつだ<br>少しばかり手伝ってあげるよ。"""
IncidentJsApcFailure#19,"""うーん……調子が出ないね。<br>一度戻って、身体の調子を<br>確かめた方がいいか……"""
IncidentJsApcSuccess#19,"""/ci2 3 ま、こんなものかな。<br>それなりに楽しませてもらったよ。<br>それじゃあね。"""
IncidentJsApcBeginEvo#19,"""/ci1 2 おや、これだけやられても<br>こりないようだね。"""
EnemyWeak#20,"""あらあらあ、雑魚さんが<br>迷い込んだんですかあ？"""
EnemyLarge#20,"""大きいことはいいことですよお<br>どこを狙っても当たりますからねえ"""
EnemyBoss#20,"""すごい強そうな感じですねえ<br>楽しそうな相手ですよお"""
EnemyRare#20,"""あらあらあらあ？<br>珍しいのがうろちょろしてますねえ<br>撃ってみたいですねえ"""
EnemyBoost#20,"""あれは……なんでしょうねえ？<br>なんとも不気味で不思議で<br>こわーい感じですよお？"""
DestroyEnemy1#20,"""ふふふふふっ"""
DestroyEnemy2#20,"""次の玩具はどこですかあ？"""
DestroyEnemy3#19,"""いいですねえ<br>とっても楽しいですよお"""
CondFreeze#20,"""かちんこちんに<br>凍っちゃいましたねえ<br>今のリサ、とーっても冷たいですよお"""
CondBurn#20,"""ふふふっ、燃えてるリサはどうですか？"""
CondShock#20,"""いいですねえ、痺れる瞬間に<br>トリガーをにぎっているのが<br>たまらないですよお……"""
CondPoison#20,"""毒の気持ち悪さって<br>なかなかどうして、いいですねえ"""
CondPanic#20,"""混乱してても変わりませんよお<br>リサはいっつも混乱してるような<br>ものですからねえ"""
CondStan#20,"""短時間とはいえ<br>身動き取れないというのは……<br>そそりますねえ"""
CondMirage#20,"""よおく見えませんが<br>まあ、ばらまけば変わりませんねえ"""
Die#20,"""……悪くない……ですねえ"""
ThankHeal#20,"""ふふっ、助かりましたよお"""
ThankBuff#20,"""それじゃもーっと頑張りますよお"""
ThankCure#20,"""すっきりしたので<br>もっと殺ってきますねえ"""
DefeatEnemy#20,"""他に敵さんはいないんですかあ？"""
LevelUp#20,"""強くなりましたねえ"""
InvokeSkill1#20,"""動かないでくださいねえ"""
InvokeSkill2#19,"""気持ちよくありませんかあ？"""
InvokeSkill3#18,"""ふふふっ、踊ってくださいねえ"""
PBFull#19,"""もっと楽しいこと<br>知りたいんですかあ？"""
PBRelease#20,"""ここから楽しくなりますよお"""
TacticsFree#6,"""好きにやらせてもらいますねえ"""
TacticsGuard#6,"""守りを固めて<br>のちのち百倍返しですねえ"""
TacticsMassedAttack#6,"""集中的にいじめてあげましょう"""
TacticsAttack#6,"""敵さんこちら、銃のなるほうへ"""
Avoid#20,"""あららあ？"""
HealSelf#20,"""そろそろ回復でもしましょうかねえ"""
BuffSelf#20,"""補助があれば<br>もっと楽しめそうですねえ"""
HealOther#20,"""ちゃんと回復してくださいねえ"""
BuffOther#20,"""補助も忘れちゃだめなんですよお？"""
QuestStart1#20,"""ふふっ、うふふっ"""
QuestStart2#3,"""いいですよお<br>一緒に楽しみましょうねえ"""
QuestEnd1#20,"""終わっちゃいましたねえ"""
QuestEnd2#6,"""もっとずうっと<br>楽しみたかったんですけどねえ"""
IncidentStart#20,"""ふふっ、何か起こりそうですよお"""
IncidentSuccess#20,"""上手くいったみたいですねえ"""
IncidentFailure#20,"""欲求不満ですねえ"""
PSE#20,"""おやおやおやおや<br>これってこれってもしかして？"""
PSELevelUp#20,"""はいはいはいはい<br>どんどん続けていきましょうねえ"""
PSEBurst#20,"""ふふっ、うっとりするほど<br>すばらしいですねえ"""
HP30#20,"""気持ちよくなってきましたよお"""
HP10#20,"""いいですねぇ……<br>このギリギリな感じ"""
ItemRare#20,"""それっていいものですよねえ<br>いいですねえ、ふふっ"""
DamageSmall#20,"""うっ"""
DamageMiddle#20,"""ふふっ"""
DamageLarge#20,"""いたい"""
Trap#20,"""罠にかかるのも<br>なかなか新鮮ですねえ"""
ThankTrapRescue#20,"""罠にかかったごっこは<br>おしまいですかあ？"""
TrapRescueOther#20,"""罠、どうでした？<br>気持ちよかったですかあ？"""
MemberDamaged#20,"""無理をしていいのは<br>リサだけですよお？"""
MemberDead#20,"""ふうん、ふむふむ……<br>これはこれは、久々に<br>怒ってきちゃいましたね"""
AbilityExe#20,"""/toge うふふっ、ふふふふっ<br>調子、出てきましたよお"""
AbilitySpecial#20,"""/toge リサにおまかせですよおー！"""
Resurrect#20,"""おはようございます"""
PartyJoin#20,"""/ci1 1 気を付けてくださいねえ"""
Marvelous#20,"""獲物、取られましたねえ"""
IncidentJsApcBegin#20,"""/ci5 2 おやおやおやあー？<br>どうしてこんなに獲物がいるのに<br>リサを呼んでくれないんですかあ？"""
IncidentJsApcFailure#20,"""……んー、リサはなんだか<br>飽きちゃいました。帰りますね。<br>それでは、それではでは。"""
IncidentJsApcSuccess#20,"""/ci4 3 もう終わりなんですかあ？<br>うーん……もっと戦りたいですねえ。<br>だからリサは、ふらりと去りますよお。"""
IncidentJsApcBeginEvo#20,"""/ci2 4 あらあらあらあ？<br>まだまだ来るみたいですよお？"""
PartyJoin#21,"""/toge /ci2 1 ボク、がんばります！"""
IncidentJsApcBegin#21,"""/ci3 1 ボクのために……<br>ごめんなさい！\u3000よろしくお願いします！"""
IncidentJsApcFailure#21,"""……こ、これ以上は無理。<br>ごめんなさい、ボク、撤退します。"""
IncidentJsApcSuccess#21,"""/ci2 1 これで終わりっ！<br>あのっ、ありがとうございました！<br>おかげで助かりました！"""
IncidentJsApcBeginEvo#21,"""/ci3 1 /toge ……気をつけて下さい。<br>すごいおおきな反応が<br>近づいてきています！"""
AbilityExeRareU#0,"""(仮)レアユニット装備時のポテンシャル発動"""
EnemyLargeRareW#0,"""(仮)レア武器装備時に大型エネミーが出現した"""
EnemyBossRareW#0,"""(仮)レア武器装備時にボスが出現した"""
EnemyRareRareW#0,"""(仮)レア武器装備時にレアエネミーが出現した"""
EnemyBoostRareW#0,"""(仮)レア武器装備時にブーストEが出現した"""
PartyJoin#22,"""/ci1 1 よろしくお願いします"""
IncidentJsApcBegin#22,"""/ci1 1 すみません、マスター。<br>状況不利につき、協力を要請します。"""
IncidentJsApcFailure#22,"""……戦闘継続、不可能。<br>申し訳ありません、撤退します。"""
IncidentJsApcSuccess#22,"""/ci1 1 状況、終了。<br>協力、ありがとうございました。"""
IncidentJsApcBeginEvo#22,"""/ci1 4 さらに巨大な反応を確認。<br>……来ます。"""
AbilityExeRareU#1,"""良いものを身に着けていると<br>いつもより調子がいいですね！"""
EnemyLargeRareW#1,"""マスターに頂いた<br><weapon>なら<br>勝てます！"""
EnemyBossRareW#1,"""マスターに頂いた<br><weapon>で<br>決着をつけます！"""
EnemyRareRareW#1,"""珍種を発見しました。<br>私の武器とどちらが珍しいでしょうか？"""
EnemyBoostRareW#1,"""雰囲気が異なるようですが……<br><weapon>なら<br>やれます！"""
PartyJoin#23,"""/ci2 1 I'll do my best."""
IncidentJsApcBegin#23,"""/ci2 2 ごめん、君に迷惑は<br>かけたくなかったんだけど……！"""
IncidentJsApcFailure#23,"""……これ以上は、もたない。<br>先に撤退させてもらうよ。"""
IncidentJsApcSuccess#23,"""/ci2 1 ……なんとかなったね。<br>ありがとう、君のおかげだよ。"""
