01_MainLobby_001#0,"""Cuando eres premium, puedes aceptar hasta 40 Ordenes de clientes a la vez."""
15_ChallengeCommon_002#0,"""En un Misiones de Desafio (Challenge) la energia VR sirve como un limite de tiempo.<br>Puedes extender este limite de tiempo levantando capsulas de energia."""
15_ChallengeCommon_003#0,"""No puedes extender el limite de tiempo mas alla del limite designado<br>por cada Misión de Desafio, inclusive si levantas capsulas de energia."""
15_ChallengeCommon_004#0,"""La energia VR se agota lentamente con el tiempo.<br>Cuando un jugador es incapacitado, la energia caera drasticamente."""
15_ChallengeCommon_005#0,"""Usando un Moon Atomizer para revivir a un jugador incapacitado,<br>puedes recuperar energia VR perdida cuando está ya cayo."""
15_ChallengeCommon_006#0,"""En los Misiones de Desafio (Challenge) puedes tirar Armas y Protectores al piso.<br>El numero maximo de Objetos que puedes tirar es 160."""
15_ChallengeCommon_007#0,"""Al avanzar a ciertas misiones de un Misión de Desafio, podrás llegar a un área de descanzo.<br>Tu energia VR no absorbida mientras estes en está área."""
15_ChallengeCommon_008#0,"""Durante un Misión de desafio, puedes obtener items, protectores y<br>armas de la Tienda de Reciclado en el área de descanzo."""
15_ChallengeCommon_009#0,"""Cuando alguien solo alcanza el área de descanzo durante la misión de desafío, todos los demás jugadores en la misión son transferidos forzosamente al área de descanzo."""
15_ChallengeCommon_010#0,"""Si eres transportado a un área de descanzo durante un Misión de Desafio<br>mientras estas incapacitado, la energia VR no sera recuperada."""
15_ChallengeCommon_011#0,"""Ademas de ser recompensados por el Desafio de Millas basado en el resultado del Misión de Desafio,<br>tambien puedes ganar millas recogiendo Cristales de Milla."""
15_ChallengeCommon_012#0,"""チャレンジクエストのリザルトで獲得できるチャレンジマイルは、<br>パーティー人数や、戦闘不能帰還数でもボーナスを得ることができる。"""
15_ChallengeCommon_013#0,"""チャレンジクエスト内では各クラスのスキルがディスク化されており、<br>プレイヤーの好みや、メンバー内の相談などで自由に習得することができる。"""
15_ChallengeCommon_014#0,"""チャレンジマイルは所属シップのチャレンジマイル交換ショップで<br>各種アイテムや、チャレンジ専用の報酬と交換することができる。"""
15_ChallengeCommon_015#0,"""チャレンジモニュメントでは、チャレンジクエストにおける<br>ランキングを確認することができる。"""
15_ChallengeCommon_016#0,"""自己最高記録タグでは、チャレンジクエストにおける<br>自分の最高到達記録と、他のプレイヤーの最高到達記録を確認できる。"""
15_ChallengeCommon_100#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>あらゆる武器・ユニット・PA・テクニックを使用することができる。"""
15_ChallengeCommon_101#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>種族・性別によるパラメーターの違いがない。"""
15_ChallengeCommon_102#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>別のクラスのスタンススキルを２つまで同時に発動できる。"""
15_ChallengeCommon_200#0,"""チャレンジ・ロビーに移動すると、<br>一時的にアイテム、メセタ、カジノコインを預けた状態になる。"""
15_ChallengeCommon_201#0,"""チャレンジ・ロビーではメインメニューの「ファッション編集」が利用できない。"""
15_ChallengeCommon_202#0,"""チャレンジ・ロビーでも、公認ネットカフェからの接続で<br>カフェポイントの時間毎特典は有効となる。"""
15_ChallengeCommon_203#0,"""チャレンジ・ロビーに移動すると、「ブースト＆予告イベント情報！」による<br>獲得経験値やレアドロップ倍率、レアエネミー出現率は無効となる。"""
15_ChallengeCommon_205#0,"""チャレンジ・ロビーに移動すると、ログインスタンプが行われない。<br>通常ブロックに戻ることで、スタンプが押される。"""
15_ChallengeCommon_206#0,"""所属シップと共通シップそれぞれで「グッジョブ」を送ることができる。<br>なお、FUNを得られる回数はあわせて10回である。"""
15_ChallengeCommon_207#0,"""チャレンジ・ロビーに移動すると、<br>アイテムパックの最大所持数が一時的に100個まで拡張される。"""
15_ChallengeCommon_208#0,"""チャレンジ・ロビーに移動すると、<br>武器パレットおよびサブパレットの最大数は一時的に6個となる。"""
15_ChallengeCommon_209#0,"""チャレンジクエストでは、デイリーブースト効果、支援フォトン効果、<br>時限効果、ステージライブ効果、クエスト達成ブースト効果は無効となる。"""
15_ChallengeCommon_210#0,"""チャレンジクエストでは、各種ブーストアイテムは無効となる。<br>また、使用による効果時間のカウントも行われない。"""
15_ChallengeCommon_211#0,"""所属シップと共通シップでは、アークスカードの内容を別々に保存できる。"""
15_ChallengeCommon_212#0,"""所属シップと共通シップでは、<br>「コミュニケーション履歴」の内容が、それぞれ別の履歴として記録される。"""
15_ChallengeCommon_213#0,"""自己最高記録タグはチャレンジクエストごとに最高到達位置が保存される。"""
15_ChallengeCommon_214#0,"""チャレンジクエストでは獲得マイルにボーナスが付与される。<br>また、ボーナスが付与されるクエストは一定の周期で変更される。"""
15_ChallengeCommon_215#0,"""チャレンジ・ロビーではメインメニューの「納刀位置調整」が利用できない。"""
16_ChallengeBlock_001#0,"""所属シップのチャレンジブロックでは、<br>フレンド・メール・シンボルアートは普段のものを使用できる。"""
16_ChallengeBlock_002#0,"""所属シップのチャレンジブロックでは、<br>公認ネットカフェからの接続でチームポイントの時間毎特典は有効である。"""
16_ChallengeBlock_003#0,"""所属シップのチャレンジブロックでは、<br>緊急警報は発せられるが、クエストカウンターからの受注はできない。"""
16_ChallengeBlock_004#0,"""所属シップのチャレンジブロックでは、<br>チームチャット以外のチーム機能の利用ができない。"""
17_ChallengeShip_001#0,"""共通シップでは所属していたシップの<br>フレンド・メール・シンボルアートとは別のリストを使用する。"""
17_ChallengeShip_002#0,"""共通シップでは、チームアクセサリーが一時的に外れた状態になる。"""
17_ChallengeShip_003#0,"""共通シップでは、所属シップで発生中の緊急警報が発令されない。"""
17_ChallengeShip_004#0,"""共通シップでは、チームを組むことができない。<br>また、所属シップのチームと連絡が一時的に不通になる。"""
17_ChallengeShip_005#0,"""共通シップでは、クイックメニューの「キャラクター頭上表示切り替え」から<br>どこの所属シップであるかを知ることができる。"""
17_ChallengeShip_006#0,"""共通シップでは、公認ネットカフェからの接続でも<br>チームポイントの時間毎特典が加算されない。"""
18_PokaShip_001#0,"""ランクマッチの勝利で獲得できる「アリーナポイント」で、<br>ランクがD5からLEGENDまで順に上昇する。"""
18_PokaShip_002#0,"""ランクマッチで獲得できる「バトルコイン」を集めたら、<br>所属シップの「バトルコイン交換ショップ」でアイテムを入手しよう。"""
18_PokaShip_003#0,"""ルール「エンブレム争奪戦」では、<br>チャット発言は味方ユニオンにしか届かない。"""
18_PokaShip_004#0,"""相手の背後を取れば有利に戦える。<br>通路などを活用して、相手の背後を取ろう！"""
18_PokaShip_005#0,"""「ライジングエッジ」\u3000（バトルアリーナ版）<br>前方範囲を切り上げるソード用ＰＡ！"""
18_PokaShip_006#0,"""「ノヴァストライク」\u3000（バトルアリーナ版）<br>瞬時に周囲を攻撃できるソード用ＰＡ！"""
18_PokaShip_007#0,"""「ピアッシングシェル」\u3000（バトルアリーナ版）<br>最大HP低下の状態異常を与えるアサルトライフル用ＰＡ！"""
18_PokaShip_008#0,"""「ワンポイント」\u3000（バトルアリーナ版）<br>移動しながら射撃できるアサルトライフル用ＰＡ！"""
18_PokaShip_009#0,"""「フォイエ」\u3000（バトルアリーナ版）<br>火球を飛ばして攻撃する高火力テクニック！"""
18_PokaShip_010#0,"""「ゾンデ」\u3000（バトルアリーナ版）<br>上空から攻撃できるため居場所がバレづらいテクニック！"""
18_PokaShip_011#0,"""「メギド」\u3000（バトルアリーナ版）<br>追尾弾がゆっくりと相手を追い詰めるテクニック！"""
18_PokaShip_012#0,"""「エンブレム争奪戦」では、復活した直後は<br>しばらくの間、受けるダメージ量が軽減される。"""
18_PokaShip_013#0,"""「エンブレム争奪戦」では、エンブレムポイントが１位～３位のキャラクターは<br>頭上にマークがつく。積極的に狙ってポイントを奪おう。"""
18_PokaShip_014#0,"""「虹色のエンブレム」を取ると、大量のポイントをゲット！<br>出現したら急いで取りにいこう！"""
18_PokaShip_015#0,"""「ピックアップスポット」で武器を入手できる。<br>敵ユニオンのピックアップスポットを減らす戦略も！"""
18_PokaShip_016#0,"""バトルアリーナでは、すべてのバトルブロックを対象に<br>マッチングが行われるので、どのブロックにいてもよい。"""
18_PokaShip_017#0,"""バトルアリーナの対戦中は、<br>ロビーアクションを実行することはできない。"""
18_PokaShip_018#0,"""「ＶＲアリーナ（森林）」は、シンプルな地形で<br>もっとも戦いやすく、中央が激戦区となるのが特徴。"""
18_PokaShip_019#0,"""「ＶＲアリーナ（火山）」は、時間経過で溶岩が上昇する地形。<br>溶岩に落ちると即ダウンとなるので、注意が必要だ。"""
18_PokaShip_020#0,"""「ＶＲアリーナ（東京）」は、複雑な立体構造の地形だ。<br>思わぬ方向から攻撃されることもあり、注意が必要。"""
18_PokaShip_021#0,"""バトルアリーナ専用クラス「バトルウォリアー」は<br>種族・性別による能力差がなく、公平な条件で対戦できる。"""
18_PokaShip_022#0,"""「エンブレム争奪戦」では、敵ユニオンのキャラクターを倒すと<br>相手が持っているポイントの一部を奪うことができる。"""
18_PokaShip_023#0,"""バトルロビーにいるバトルアリーナ管理官「ラベルナ」に<br>話しかけると、バトルアリーナのことを色々教えてくれる。"""
19_PokaBlock_001#0,"""ランクマッチの勝利で獲得できる「アリーナポイント」で、<br>ランクがD5からLEGENDまで順に上昇する。"""
19_PokaBlock_002#0,"""ランクマッチで獲得できる「バトルコイン」を集めたら、<br>所属シップの「バトルコイン交換ショップ」でアイテムを入手しよう。"""
19_PokaBlock_003#0,"""ルール「エンブレム争奪戦」では、<br>チャット発言は味方ユニオンにしか届かない。"""
01_MainLobby_032#1,"""ビジフォンの「ポートレート用データ保存」でデータを保存すると、<br>「キャラクターポートレート」で保存したキャラクターを呼び出せる。"""
01_MainLobby_040#1,"""武器パレットをタッチすると、「武器アクション」、<br>または「裏パレット切り替え」を実行することができる。"""
01_MainLobby_043#1,"""チャットアイコンは、タッチでショートカットワード選択、<br>ロングタッチでチャット入力画面の呼び出しが実行される。"""
01_MainLobby_044#1,"""メインメニューのシステムにある「インフォメーション」では、<br>チュートリアルやメニューヘルプを確認することができる。"""
01_MainLobby_045#1,"""チャット入力画面の「ログ」を選択すると、<br>過去に受信したメッセージログが表示される。"""
01_MainLobby_046#1,"""画面上にいる他プレイヤーをタッチすると<br>そのプレイヤーに行えるメニューが表示される。"""
01_MainLobby_047#1,"""“PC”、“PS Vita”の共用ブロックでは、<br>“PC”でプレイしているプレイヤーと一緒に遊ぶことができる。"""
01_MainLobby_048#1,"""ゲーム内で特定の条件を満たすと、<br>“PlayStation Network”に対応するトロフィーを獲得できる。"""
01_MainLobby_067#1,"""メインメニューのシステムにあるインフォメーションの「メニューヘルプ」から、<br>「はじめに」を選択すると、便利なチャット代入コマンドの紹介がある。"""
01_MainLobby_100#1,"""武器、ユニットのメニューにある「能力確認」で、<br>付与されている潜在能力や特殊能力を確認できる。"""
01_MainLobby_111#1,"""ロビーでマップをロングタッチするとNPCやショップを確認することができる。"""
01_MainLobby_114#1,"""クエスト選択で<%MultiSelect>を押すとクエストブースト内容を確認できる。"""
01_MainLobby_116#1,"""オプションで背面タッチパッドに武器切り替えや<br>回避アクションを割り当てられる。"""
01_MainLobby_121#1,"""“PS Vita”専用ブロックでウィークリータイムアタックに挑戦すると<br>“PS Vita”専用のランキングにエントリーされる。"""
01_MainLobby_133#1,"""クイックメニューの表示内容は、<br><pict Sign_TRIANGLE>でパターンを変更できる。"""
01_MainLobby_163#1,"""自分のキャラクターをタッチすると<br>ショートログの表示を切り替えることができる。"""
01_MainLobby_164#1,"""オフラインキャラメイクで作成されたキャラクターは、<br>エステの「クリエイトデータ読み込み」で使用できる。"""
Dead_BigBeastA_001#0,"""ロックベアは顔が弱点だ。ロックオンをうまく利用して攻撃しよう。"""
Dead_BigBeastA_002#0,"""Cuando el Rockbear se enoja, continuamente hara golpes de cuerpo.<br>Para evitarlo, intenta moverte detras de el para que se detenga."""
Dead_BigBeastA_003#0,"""A pesar de que el agarre del Rockbear es de gran alcance,<br>es posible liberarse presionando las teclas de movimiento repetidamente."""
Dead_BigBeastA_004#0,"""El Rockbear tiene un poderoso ataque donde el gira y golpea detras de el.<br>Cuando veas que levanta un pie es porque comenzara este ataque."""
Dead_MammothA_001#0,"""デ・マルモスが足を上げて鳴いたときは衝撃波攻撃の合図。<br>距離を取り、タイミングよくジャンプすると回避できる。"""
Dead_MammothA_002#0,"""La debilidad del De Malmoth es su espalda.<br>Si puedes colocarte detras de el, podrás atacar la pieza de su cabeza directamente."""
Dead_MammothA_003#0,"""El De Malmoth tiene ataques amplios, pero pueden ser<br>relativamente fáciles de esquivar y entonces quedarse a su lado."""
Dead_MammothA_004#0,"""El Quemar es extremadamente efectivo contra el De Malmoth.<br>Deberias atacarlo con armas basadas en fuego y técnicas de fuego."""
Dead_PantherA_001#0,"""Cuando destruyas todas las garras del Fang Banther,<br>quedara fuera de balance, dandote la oportunidad de atacar."""
Dead_PantherA_002#0,"""Cuando el Fang Banther está enojado, embiste continuamente.<br>Intenta no atacarlo, y concentrate en esquivar estas embestidas."""
Dead_PantherA_003#0,"""Si el Fang Banther da un paso a la izquierda, y luego a la derecha, es porque está a punto de rugir.<br>El rango de ataque del rugido es amplio, así que intenta ir lo mas lejos posible de el."""
Dead_PantherA_004#0,"""El Quemar es extremadamente efectivo contra el Fang Banther.<br>Incluso si está sobre un arbol, quemando al Fang Banther el caera al suelo."""
Dead_PantherB_001#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherB_002#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherB_003#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherB_004#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherBRare_001#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherBRare_002#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherBRare_003#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherBRare_004#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowA_001#0,"""Cuando destruyes todas las garras del Snow Banther,<br>el queda fuera de balance, dandote la oportunidad de atacar."""
Dead_PantherSnowA_002#0,"""Cuando el Snow Banther está enojado, embiste continuamente.<br>Intenta no atacarlo, y concentrate en esquivar estas embestidas."""
Dead_PantherSnowA_003#0,"""Si el Snow Banther da un paso a la izquierda, y luego a la derecha, es porque está a punto de rugir.<br>El rango del ataque de rugido es amplio, así que intenta ir lo mas lejos posible de el."""
Dead_PantherSnowA_004#0,"""El Quemar es extremadamente efectivo contra el Snow Banther.<br>El intentara luchar y apagar el fuego, dandote la oportunidad de atacarlo."""
Dead_PantherSnowB_001#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowB_002#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowB_003#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowB_004#0,"""バンシー専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowBRare_001#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowBRare_002#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowBRare_003#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_PantherSnowBRare_004#0,"""レア専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonWorm_001#0,"""Cuando estas al lado del Caterdra'n, cuidate de los ataques repentinos<br>que vienen desde su cabeza. Cuando levante la cabeza en alto, es que usara este ataque."""
Dead_DragonWorm_002#0,"""El punto debil del Caterdra'n queda expuesto cuando se estira.<br>Despues de esquivar un ataque, afina tu punteria y contraataca."""
Dead_DragonWorm_003#0,"""Cuando el Caterdra'n está enojado, empezara a girar y hara un ataque de cabezazo.<br>Despues de esquivar el ataque, afina tu punteria y contraataca!"""
Dead_DragonWorm_004#0,"""El Poison es extremadamente efectivo contra el Caterdra'n.<br>Podrias atacarlo con armas basadas en Poison y Técnicas Dark."""
Dead_DragonWorm_005#0,"""Un punto debil sera expuesto si destruyes el cristal en la cola del Caterdra'n.<br>Unete a otros jugadores y ataca el cristal desde el lado."""
Dead_DragonWormB_001#0,"""Cuando estas al lado del Caterdra'nsa, cuidate de los ataques repentinos<br>que vienen desde su cabeza. Cuando levante la cabeza en alto, es que usara este ataque."""
Dead_DragonWormB_002#0,"""El punto debil del Caterdra'nsa queda expuesto cuando se estira.<br>Despues de esquivar un ataque, afina tu punteria y contraataca."""
Dead_DragonWormB_003#0,"""Cuando el Caterdra'nsa está enojado, empezara a girar y hara un ataque de cabezazo.<br>Despues de esquivar el ataque, afina tu punteria y contraataca!"""
Dead_DragonWormB_004#0,"""El Poison es extremadamente efectivo contra el Caterdra'nsa.<br>Podrias atacarlo con armas basadas en Poison y Técnicas Dark."""
Dead_DragonWormB_005#0,"""Un punto debil sera expuesto si destruyes el cristal en la cola del Caterdra'nsa.<br>Unete a otros jugadores y ataca el cristal desde el lado."""
Dead_DragonWormRare_001#0,"""El Poison no es efectivo contra el Catadraal.<br>Deberias atacar con armas basadas en hielo y técnicas de hielo."""
Dead_DragonWormRare_002#0,"""Cuando estas al lado del Catadraal, cuidate de los ataques repentinos<br>que vienen desde su cabeza. Cuando levante la cabeza en alto, es que usara este ataque."""
Dead_DragonWormRare_003#0,"""El punto debil del Catadraal queda expuesto cuando se estira.<br>Despues de esquivar un ataque, afina tu punteria y contraataca."""
Dead_DragonWormRare_004#0,"""Cuando el Catadraal está enojado, empezara a girar y hara un ataque de cabezazo.<br>Despues de esquivar el ataque, afina tu punteria y contraataca!"""
Dead_DragonWormRare_005#0,"""Un punto debil sera expuesto si destruyes el cristal en la cola del Catadraal.<br>Unete a otros jugadores y ataca el cristal desde el lado."""
Dead_DragonMagma_001#0,"""Si equipas una unidad con alta resistencia al fuego, puedes reducir<br>el daño del ataque de flama del Vol Dragon."""
Dead_DragonMagma_002#0,"""Cuando el Vol Dragon vuela alto en el cielo, es porque está por descargar una bola de fuego.<br>Esto se puede evitar moviendote debajo del Vol Dragon."""
Dead_DragonMagma_003#0,"""Destruyendo el cristal que está en la cola del Vol Dragon,<br>lo dejaras atontado por un corto periodo de tiempo."""
Dead_DragonMagma_004#0,"""El Freeze es extremadamente efectivo contra el Vol Dragon.<br>Puedes congelar sus pues, y quedara incapacitado apra moverse por un corto eriodo de tiempo."""
Dead_DragonMagma_005#0,"""La cara, cabeza, espalda y cola del Vol Dragon son todos puntos debiles."""
Dead_DragonMagmaUniq_001#0,"""ヒ・ロガ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonMagmaUniq_002#0,"""ヒ・ロガ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonMagmaUniq_003#0,"""ヒ・ロガ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonMagmaUniq_004#0,"""ヒ・ロガ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonCrystal_001#0,"""Cuando el Quartz Dragon este enojado, hara dos ataques de estocada desde el aire.<br>Puedes evitarlos moviendote de lado a lado."""
Dead_DragonCrystal_002#0,"""Cuando eres golpeado por el Quartz Dragon, puedes ser afectado por panico.<br>Usa items o una tecnica para recuperarte de este estado anormal."""
Dead_DragonCrystal_003#0,"""Cuando destruyes las alas del Quartz Dragon puedes aturdir<br>al dragon por un largo periodo de tiempo, así como prevenir ciertos ataques."""
Dead_DragonCrystal_004#0,"""El Poison es extremadamente efectivo contra la cabeza, alas y cola del Quartz Dragon.<br>Cuando usas Poison, es fácil hacerle cantidades de daño."""
Dead_DragonCrystal_005#0,"""Unas vez que el Quartz Dragon está suficientemente enojado, lanzara un grito ensordecedor, mostrando que hara un ataque laser alrededor.<br>Pon algo de distancia entre tu y el Quartz Dragon para evitar el daño."""
Dead_DragonCrystalUniq_001#0,"""コ・レラ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonCrystalUniq_002#0,"""コ・レラ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonCrystalUniq_003#0,"""コ・レラ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonCrystalUniq_004#0,"""コ・レラ専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkA_001#0,"""Cuando el Chrome Dragon come Darkers, se vuelve mas fuerte.<br>Debes eliminar todos los Darkers que aparezcan de inmediato."""
Dead_DragonBerserkA_002#0,"""Cuando el brazo del Chrome Dragon cambia, es porque hara sus ataques de disparo<br>de forma consecutiva. Intena evitarlos corriendo hacia el lado."""
Dead_DragonBerserkA_003#0,"""Cuando el estomago del Chrome Dragon comienza a cambiar,<br>hace uso de su ataque de misiles mucho mas seguido."""
Dead_DragonBerserkA_004#0,"""Cuando el estomago del Chrome Dragon cambia completamente,<br>hace un ataque laser muy poderoso."""
Dead_DragonBerserkA_005#0,"""Cuando al Chrome Dragon le crecen alas, es porque comenzara a realizar<br>Ataques de Cristal Negro. Corre en circulos alrededor del dragon para evitarlos."""
Dead_DragonBerserkAUniq1_001#0,"""ハドレッド（パーツなし）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq1_002#0,"""ハドレッド（パーツなし）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq1_003#0,"""ハドレッド（パーツなし）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq1_004#0,"""ハドレッド（パーツなし）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq2_001#0,"""ハドレッド（フルパーツ）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq2_002#0,"""ハドレッド（フルパーツ）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq2_003#0,"""ハドレッド（フルパーツ）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonBerserkAUniq2_004#0,"""ハドレッド（フルパーツ）専用TIPSがある場合は記入してluaファイルも更新"""
Dead_DragonSummoner_001#0,"""Cuando rompes los cuatro cristales flotantes rodeando al Goronzoran,<br>quedara atontado por un largo periodo de tiempo."""
Dead_DragonSummoner_002#0,"""Cuando el Goronzoran eleva su vara, es porque está por atacar.<br>Esquiva para evitar los acercamientos del Goronzoran."""
Dead_DragonSummoner_003#0,"""Cuando un Vol Dragon invocado aparece de nuevo, está a punto de embestir.<br>Intenta usar esquivar para evitar el ataque."""
Dead_DragonSummoner_004#0,"""Cuando un Vol Dragon es invocado, dispara una bola de fuego desde el aire.<br>Puedes evitarlo desplazandote abajo a la derecha del Vol Dragon."""
Dead_DragonSummoner_005#0,"""El Poison es extremadamente efectivo apra los cristales que rodean al Goronzoran.<br>Cuando Poison es usado, es más fácil dañar los cristales."""
Dead_DragonGladiator_001#0,"""ドラゴン・エクスが両手を高く掲げたら強力な攻撃の合図。<br>ドラゴン・エクスの側面に回りこんで回避しよう。"""
Dead_DragonGladiator_002#0,"""ドラゴン・エクスが剣を地面に突き刺すと、地面からの攻撃が<br>発生する。走り続けることで回避することができる。"""
Dead_DragonGladiator_003#0,"""ドラゴン・エクスの左右の盾は破壊することができる。<br>破壊すると、剣を使用した攻撃時に大きな隙が生まれる。"""
Dead_DragonGladiator_004#0,"""ドラゴン・エクスの頭、盾、尻尾には「ポイズン」が有効だ。<br>ポイズンがかかると、その部位にダメージを与えやすくなる。"""
Dead_TransformMechaA_001#0,"""トランマイザーは両腕で叩きつける攻撃の後、<br>弱点のコアが露出する。背後を狙って攻撃しよう。"""
Dead_TransformMechaA_002#0,"""トランマイザーのミサイル攻撃はこちらを追いかけてくる。<br>攻撃を行わず、移動し続けて回避しよう。"""
Dead_TransformMechaA_003#0,"""トランマイザーはミサイルによる攻撃の後、<br>弱点のコアが露出する。ミサイルを回避したら攻撃のチャンスだ。"""
Dead_TransformMechaA_004#0,"""トランマイザーのマシンガン攻撃は、ジャンプしながら<br>左右に回りこんで回避しよう。"""
Dead_BossMechaA_001#0,"""ビッグヴァーダーの甲板に上がる前に、側面の砲台を全て破壊しよう。"""
Dead_BossMechaA_002#0,"""ビッグヴァーダーの後方にある火炎放射器は正面に立つと危険なので<br>側面から破壊するようにしよう。"""
Dead_BossMechaA_003#0,"""ビッグヴァーダーの甲板に登った後は、後方のミサイルポッドと<br>本体肩のミサイルポッドを破壊しよう。"""
Dead_BossMechaA_004#0,"""ビッグヴァーダー本体が放つ赤い電撃はジャンプでかわそう。"""
Dead_MachineLittleBoss_001#0,"""ヴァーダーソーマはメインブースターと3つのサブブースターを使って浮遊する。<br>サブブースターを全て破壊して、空中からの攻撃を阻止しよう。"""
Dead_MachineLittleBoss_002#0,"""ヴァーダーソーマは3つのサブブースター、両肩のミサイルポッド<br>正面の副砲、そして主砲を破壊することができる。"""
Dead_MachineLittleBoss_003#0,"""ヴァーダーソーマのメインブースターが青白く光ったら電撃攻撃の合図。<br>急いで離れて攻撃を回避しよう。"""
Dead_MachineLittleBoss_004#0,"""ヴァーダーソーマは主砲からビームを放ちながら1回転する。<br>攻撃範囲は広いが、足元は安全なので近づいて回避しよう。"""
Dead_Cougar_001#0,"""クーガーNXのダッシュ斬り攻撃は、動きが早いので<br>タイミングよく回避アクションを使おう。"""
Dead_Cougar_002#0,"""クーガーNXの衛星砲攻撃は、クーガーNXが設置する誘導装置を<br>破壊することで止めることができる。"""
Dead_Cougar_003#0,"""クーガーNXのマシンガン攻撃は回避が難しい。<br>攻撃は行わず、移動し続けて回避しよう。"""
Dead_Cougar_004#0,"""クーガーNXには「ショック」が有効だ。<br>ショックがかかると一定時間動きを止めることができる。"""
Dead_MarineOrca_001#0,"""オルグブランの両手を叩きつける攻撃は隙が大きいので、<br>背後に回りこんで攻撃しよう。"""
Dead_MarineOrca_002#0,"""オルグブランは腹部が弱点になっている。両手の叩きつけと<br>ジャンプ攻撃に注意して攻撃しよう。"""
Dead_MarineOrca_003#0,"""地中に潜ったオルグブランは、顔を出してレーザー攻撃を行う。<br>遠距離では避けるのが難しいので、地中にいる時は近づくようにしよう。"""
Dead_MarineOrca_004#0,"""地中に潜ったオルグブランに大きなダメージを与えると、<br>地面から飛び出し大きな隙が生まれる。"""
Dead_MarineOarfish_001#0,"""バル・ロドスが背中から発射する水泡は、<br>銃座で狙って破壊することができる。"""
Dead_MarineOarfish_002#0,"""バル・ロドスの頭に拘束用銃座を当てると、<br>バル・ロドスを船に引き上げることができる。"""
Dead_MarineOarfish_003#0,"""バル・ロドスの体の装甲を破壊することで弱点部位が露出する。"""
Dead_MarineOarfish_004#0,"""バル・ロドスが左右に飛びながら船に接近したときは、<br>噛み付き攻撃の合図。左右に移動して回避しよう。"""
Dead_MarineOarfish_005#0,"""バル・ロドスが口から放つ巨大なエネルギー弾は、銃座で狙って<br>破壊することができる。船に着弾する前に壊してしまおう。"""
Dead_AbyssFlower_001#0,"""ビオル・メデューナは触手が破壊されると、地面に触手を刺して<br>体を固定する。背面から体に乗り、弱点の頭部を直接攻撃しよう。"""
Dead_AbyssFlower_002#0,"""ビオル・メデューナの巨大なハサミが光った時はレーザー攻撃の合図。<br>正面は危険なので、左右に大きく動いて回避しよう。"""
Dead_AbyssFlower_003#0,"""ビオル・メデューナが触手をまとめ、ふわりと浮き上がったら<br>回転攻撃の合図。急いで離れるか、回避アクションを使って回避しよう。"""
Dead_AbyssFlower_004#0,"""ビオル・メデューナの触手には「フリーズ」が有効だ。<br>触手が凍りつくので、一定時間動きを止めることができる。"""
Dead_Spider_001#0,"""ダーク・ラグネはすべての脚部を破壊することで<br>長時間ダウンし、大きな隙が生まれる。"""
Dead_Spider_002#0,"""ダーク・ラグネが発射するカマイタチ攻撃は<br>ジャンプして回避しよう。"""
