YesText#0,"""ใช่"""
FighterDfpStrikeUp1#0,"""S-DEF Up """
AbnormalAdvance#0,"""Chase <br>Advance """
AbnormalBind#0,"""Chase <br>Bind """
WiseStanceUp1#0,"""Wise Stance <br>Up """
WiseCritical#0,"""Wise <br>Critical """
WiseStance#0,"""Wise Stance """
FighterHPUp2#0,"""HP Boost 2 """
FighterAtpStrikeUp3#0,"""S-ATK Boost 3 """
DoublesaverGear#0,"""D. Saber <br>Gear """
HalflineSlayer#0,"""Halfline <br>Slayer """
DeadlineSlayer#0,"""Deadline <br>Slayer """
Rare10Fighter#0,"""Rare Mastery <br>Fighter """
PPSlayer#0,"""PP Slayer """
HalflineAbnormal#0,"""Halfline <br>Boost """
Adrenalin#0,"""Adrenaline """
CrazyHeart#0,"""Crazy Heart """
CrazyBeat#0,"""Crazy Beat """
ThirdAct#0,"""Third Act """
AbnormalAdvance2#0,"""Chase <br>Advance Plus """
CriticalStrike#0,"""Critical <br>Strike """
LimitBreak#0,"""Limit Break """
TecArtsJABonus#0,"""Tech Arts <br>JA Bonus """
FighterDexUp1#0,"""DEX Up """
DoubleSaberTwister#0,"""Double Saber <br>Wind Parry """
KnuckleGearKeep#0,"""Knuckle Gear <br>Boost """
TwinDaggerSpinMove#0,"""Twin Dagger <br>Spin Move """
LimitBreakPhotonCharge#0,"""Limit Break <br>Photon Charge """
TecArtsJAPPSave#0,"""Tech Arts <br>JA PP Save """
LimitBreakInsurance#0,"""Limit Break <br>Insurance """
FighterHighLevelBonus#0,"""High Level <br>Bonus Fi """
FighterNextJump#0,"""Next <br>Jump """
FighterFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
FighterAirReversal#0,"""Air <br>Reversal """
FighterDushJump#0,"""Step <br>Jump """
FighterStepJACombo#0,"""Step <br>JA Combo """
FighterJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
Diveroll#0,"""Dive Roll """
DiverollAdvance#0,"""Dive Roll <br>Advance """
RangerJustReversal#0,"""Just <br>Reversal """
RangerDexUp1#0,"""DEX Boost 1 """
WeakSnipeBonus1#0,"""Weak Hit <br>Advance 1 """
ReloadWeak#0,"""Weak <br>Bullet """
RangerDexUp2#0,"""DEX Boost 2 """
RangerDexUp3#0,"""DEX Boost 3 """
WeakSnipeBonus2#0,"""Weak Hit <br>Advance 2 """
StandUpSnipe1#0,"""Standing <br>Snipe 1 """
RangerDfpFirearmUp1#0,"""R-DEF Boost """
StandUpSnipe2#0,"""Standing <br>Snipe 2 """
ToolMastery#0,"""Tool <br>Mastery """
TrapPoizon#0,"""Poison Trap """
TrapPoizonCustom#0,"""Poison T <br>Custom """
TrapUpper#0,"""Upper Trap """
TrapUpperCustom#0,"""Upper T <br>Custom """
TrapFlash#0,"""Stun <br>Grenade """
TrapSearch#0,"""Trap Search """
RangerAtpFirearmUp1#0,"""R-ATK Boost 1 """
ReloadBind#0,"""Bind <br>Bullet """
RangerAtpFirearmUp2#0,"""R-ATK Boost 2 """
ReloadJellen#0,"""Jellen <br>Shot """
ReloadMirage#0,"""Mirage <br>Shot """
ReloadPanic#0,"""Panic <br>Shot """
Rare10Ranger#0,"""Rare Mastery <br>Ranger """
KillingBonus#0,"""Killing Bonus """
FirstHit#0,"""First Hit """
BulletPPSave#0,"""PP Save <br>Bullet """
TacticsTrap#0,"""Tactics <br>Trap """
PowerBullet#0,"""Power Bullet """
WeakSnipeAddPB#0,"""Weak Hit <br>Blast Bonus """
SniperPride#0,"""Sharp <br>Shooter """
BulletKeep#0,"""Bullet Keep """
GravityBom#0,"""Gravity Bomb """
MovingSnipe#0,"""Moving Snipe """
DiverollShoot#0,"""Dive Roll Shoot """
BulletKeepGs#0,"""Bullet Keep <br>Gunslash """
MassiveBullet#0,"""Massive <br>Bullet """
BulletDiverollShoot#0,"""Keep <br>Roll Shoot """
ExTrapMode#0,"""EX Trap """
RangerHighLevelBonus#0,"""High Level <br>Bonus Ra """
RangerNextJump#0,"""Next <br>Jump """
RangerFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
RangerAirReversal#0,"""Air <br>Reversal """
RangerDushJump#0,"""Step <br>Jump """
RangerStepJACombo#0,"""Step <br>JA Combo """
RangerJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
GunnerDiveroll#0,"""Dive Roll """
GunnerDiverollAdvance#0,"""Dive Roll <br>Advance """
GunnerDfpFirearmUp1#0,"""R-DEF Boost 1 """
GunnerJustReversal#0,"""Just <br>Reversal """
GunnerAtpFirearmUp1#0,"""R-ATK Boost 1 """
GunnerAtpFirearmUp2#0,"""R-ATK Boost 2 """
GunnerAtpFirearmUp3#0,"""R-ATK Boost 3 """
GunnerZeroRangeBonus1#0,"""Zero Range <br>Advance 1 """
GunnerZeroRangeBonus2#0,"""Zero Range <br>Advance 2 """
GunnerAttackPPRestraint#0,"""Attack <br>PP Restorate """
GunnerOverWhelm#0,"""Overwhelm"""
TechterShiftaDeband#0,"""Shifta-Deband """
TechterPartyAssist#0,"""Shifta-Deband <br>Party Share"""
TechterWandElementChange#0,"""Wand Element <br>Change"""
TechterWandElementDiscard#0,"""Wand Element <br>Revoke"""
TechterHeal#0,"""Resta Field Te"""
TechterWandGuardCounter#0,"""Wand Parry <br>Counter"""
TechterAssistField#0,"""シフタ・デバンド<br>フィールド"""
TechterWandLovers#0,"""Wand Lovers """
TechterWandCounterReflection#0,"""Wand Guard <br>Reflection"""
TechterShiftaStrike#0,"""Shifta Effect <br>Amplify"""
TechterShiftaAdvance#0,"""Shifta Effect <br>Advantage"""
TechterDebandCut#0,"""Deband Resist <br>Bad Condition"""
TechterDebandPpReStraight#0,"""Deband <br>PP Recovery Up"""
TechterExtendAssist#0,"""Shifta-Deband <br>Extend"""
TechterElementWeakBonus#0,"""Weak Element <br>Amplify"""
TechterAwakeYell#0,"""Awake Yell"""
TechterReverseBonus#0,"""Reverser Bounty"""
TechterWandGuardCounterEdge#0,"""Wand Parry <br>Counter Advance"""
TechterFallSlowCharge#0,"""Slow Landing <br>Charge Te"""
TechterBartaBlot#0,"""Barta Blot"""
TechterZondeClad#0,"""Zonde Clad"""
ForceTalisTecBurst#0,"""Tricky Capacitor """
TechterTalisTecBurst#0,"""Tricky Capacitor """
TechterTalisQuickMarkShot#0,"""Float Pillbox <br>Multi-Lock"""
TechterTalisSetRevok#0,"""Talis Bloom <br>Revoke"""
BraverGuardRelief#0,"""Mighty Guard"""
BraverRestaHealUp#0,"""Resta Effect <br>Amplify"""
BraverJustReversalCover#0,"""Breakfall <br>HP Gain"""
BraverCombat#0,"""Brave Combat """
BraverBraveCombatShortTime#0,"""Brave Combat <br>Short Cycle"""
BraverCombatCountAfterBonus#0,"""Brave Combat <br>Finish Prize"""
Katana:LockonChase#0,"""Brave Combat <br>Close Range"""
BraverCompoundbowPaArmor#0,"""Brave Combat <br>Arrowmates"""
BraverKatanaGuardCounter#0,"""Katana Guard <br>Counter"""
Katana:CounterEdge#0,"""Katana Guard <br>Counter Advance"""
Katana:ComboCountSkill#0,"""Katana PA <br>Combo Retention"""
Katana:Ambition#0,"""Fearless Attitude"""
BraverCounterArrow#0,"""Bullet Bow <br>Elude Counter"""
BraverCompoundbowHoming#0,"""Tracer Arrow"""
BraverCompoundbowSlideDodge#0,"""Bullet Bow <br>Elude Expand"""
BouncerDownRateUp#0,"""กำจัด <br>Amplify"""
BouncerNakedKiller#0,"""Partial Destroy <br>Advantage"""
BouncerDefeatPpGain#0,"""กำจัด <br>PP Gain"""
BouncerFrailPointUp#0,"""Decline <br>Amplify"""
BouncerPhysicFrail#0,"""Physical <br>Decline"""
BouncerElementFrail#0,"""Elemental <br>Decline"""
BouncerPhotonBladeFever#0,"""Fanatic Blade """
BouncerPhotonBladeFeverUp#0,"""Fanatic Blade <br>Augment"""
BouncerPhotonBladePpGain#0,"""Photon Blade <br>PP Recovery"""
BouncerElementBurst#0,"""Sturm Gigue """
BouncerJetBootsElementChange#0,"""Jet Boots <br>Element Set"""
BouncerJetBootsAttackExtra#0,"""Jet Attack <br>Extra"""
BouncerJetBootsJetAttack#0,"""Jet Intensity"""
BouncerJetBootsEnhancePA#0,"""ジェットアーツ<br>オルタネーション"""
BouncerJetBootsWeaponActionCounter#0,"""Boot Trick <br>Bounce Counter"""
BouncerJetBootsBlink#0,"""Thrust Drive"""
BouncerBartaBlot#0,"""Barta Blot"""
BouncerZondeClad#0,"""Zonde Clad"""
BouncerPhotonBladeGuard#0,"""Blade Art Parry"""
BouncerElementBurstPPSave#0,"""Sturm Gigue <br>PP Save"""
TwinmachinegunGear#0,"""Twin <br>M.gun Gear """
ShowTime#0,"""Showtime """
GunnerHPUp1#0,"""HP Up """
ChainTrigger#0,"""Chain <br>Trigger """
ChainFinish#0,"""Chain <br>Finish """
GunnerDexUp1#0,"""DEX Boost 1 """
AerialAdvance#0,"""Aerial <br>Advance """
GunnerDexUp2#0,"""DEX Boost 2 """
GunnerDfpFirearmUp2#0,"""R-DEF Boost 2 """
GunnerAutoMateDeadline#0,"""Automate <br>Deadline """
Rare10Gunner#0,"""Rare Mastery <br>Gunner """
PerfectKeeper#0,"""Perfect Keeper """
SRollUP#0,"""S Roll Up """
SRollCombo#0,"""S Roll <br>JA Bonus """
SRollArts#0,"""S Roll Arts """
ShowTimeAdvance#0,"""Showtime <br>Advance """
ToughnessTime#0,"""Toughness<br>Time """
ShowTimeStar#0,"""Showtime <br>Star """
HighTime#0,"""High Time """
GunnerZeroRangeCritical#0,"""Zero Range <br>Critical """
TwiceChain#0,"""Twice Chain """
ChainFinishBonus#0,"""Chain Finish <br>Bonus """
OnemoreTime#0,"""One More Time """
GunnerDiverollShoot#0,"""Dive Roll Shoot """
MasteryTwinmachinegun#0,"""T Machinegun <br>Mastery """
TecArtsChargePA#0,"""TMG Arts<br>S-Charge """
SRollArtsModeA#0,"""Another S-Roll <br>Arts Mode """
GunnerHighLevelBonus#0,"""High Level <br>Bonus Gu """
GunnerNextJump#0,"""Next <br>Jump """
GunnerFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
GunnerAirReversal#0,"""Air <br>Reversal """
GunnerDushJump#0,"""Step <br>Jump """
GunnerStepJACombo#0,"""Step <br>JA Combo """
GunnerJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
MirageEscape#0,"""Mirage <br>Escape """
MirageEscapeAdvance#0,"""Mirage E.<br>Advance """
ForceJustReversal#0,"""Just <br>Reversal """
ForceAtpTechnicUp1#0,"""T-ATK Boost 1 """
TechChargeBonus1#0,"""Tech Charge <br>Advance 1 """
TechChargeBonus2#0,"""Tech Charge <br>Advance 2 """
ChargePPRestraint#0,"""Charge PP <br>Revival """
PhotonFlare#0,"""Photon Flare """
PhotonFlareBoost#0,"""Photon Flare <br>Advance """
ForcePPUp1#0,"""PP Boost 1 """
ForcePPUp2#0,"""PP Boost 2 """
TechNonChargeBonus1#0,"""Normal Tech <br>Advance """
PPRestraint1#0,"""PP<br>Restorate 1 """
PPRestraint2#0,"""PP<br>Restorate 2 """
ForceAtpTechnicUp2#0,"""T-ATK Boost 2 """
TechJustAttackBonus1#0,"""Tech <br>JA Advance """
MasteryFire1#0,"""Flame <br>Mastery 1 """
BurnBoost#0,"""Burn <br>Boost """
MasteryFire2#0,"""Flame <br>Mastery 2 """
FireTechnicShortCharge#0,"""Flame Tech <br>S Charge """
MasteryIce1#0,"""Ice <br>Mastery 1 """
FreezeBoost#0,"""Freeze <br>Boost """
MasteryIce2#0,"""Ice <br>Mastery 2 """
FreezeIgnition#0,"""Freeze <br>Ignition """
MasteryLightning1#0,"""Bolt <br>Mastery 1 """
ShockBoost#0,"""Shock <br>Boost """
MasteryLightning2#0,"""Bolt <br>Mastery 2 """
LightningTechnicPPSave#0,"""Bolt Tech <br>PP Save """
ForceDfpTechnicUp1#0,"""T-DEF Boost """
Rare10Force#0,"""Rare Mastery <br>Force """
PhotonFlareAfterBurst#0,"""Photon Flare <br>Afterburst """
PhotonFlareTactics#0,"""Photon Flare <br>Boost """
FreezeKeep#0,"""Freeze Keep """
TalisTecBonus#0,"""Talis Tech <br>Bonus """
FreezeIgnitionUP#0,"""F Ignition <br>Boost """
ForceAtpTechnicUp3#0,"""T-ATK High <br>Boost """
ErementConversion#0,"""Element <br>Conversion """
ChargeEscape#0,"""Charge Escape """
ForceDexUp1#0,"""DEX Up """
ForceHPUp1#0,"""HP Boost """
RodKeepBornus#0,"""Rod Keep <br>Bonus """
RodChargeGuard#0,"""Rod Charge <br>Guard """
TalisTecFastThrow#0,"""Talis <br>Fast Throw """
RodShoot#0,"""Rod <br>Shoot """
ForceChargeTechJA#0,"""Tech Charge <br>JA Addition """
PhotonFlareDenoise#0,"""Photon Flare <br>Rod SC """
ForceHighLevelBonus#0,"""High Level <br>Bonus Fo """
ForceNextJump#0,"""Next <br>Jump """
ForceFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
ForceAirReversal#0,"""Air <br>Reversal """
ForceDushJump#0,"""Step <br>Jump """
ForceStepJACombo#0,"""Step <br>JA Combo """
ForceJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
TecherMirageEscape#0,"""Mirage <br>Escape """
TecherJustReversal#0,"""Just <br>Reversal """
TecherAtpTechnicUp1#0,"""T-ATK Boost 1 """
ShiftaAdvance#0,"""Shifta <br>Advance """
ShiftaCritical#0,"""Shifta <br>Critical """
DebandAdvance#0,"""Deband <br>Advance """
DebandCut#0,"""Deband <br>Cut """
TecherAtpTechnicUp2#0,"""T-ATK Boost 2 """
ElementalWeakPoint#0,"""Element <br>Weak Hit """
TecherPPUp1#0,"""PP Boost 1 """
TecherDfpTechnicUp1#0,"""T-DEF Boost """
PPRestraint#0,"""PP Restorate """
WandGear#0,"""Wand Gear """
TerritoryBurst#0,"""Territory <br>Burst """
TecherPPUp2#0,"""PP Boost 2 """
TecherPPConvert#0,"""PP Convert """
MasteryLight1#0,"""Light <br>Mastery 1 """
PanicBoost#0,"""Panic <br>Boost """
RestaAdvance#0,"""Resta <br>Advance """
MasteryLight2#0,"""Light <br>Mastery 2 """
MasteryDark1#0,"""Dark <br>Mastery 1 """
PoisonBoost#0,"""Poison <br>Boost """
PoisonExplosion#0,"""Poison <br>Ignition """
MasteryDark2#0,"""Dark <br>Mastery 2 """
MasteryWind1#0,"""Wind <br>Mastery 1 """
MirageBoost#0,"""Mirage <br>Boost """
MasteryWind2#0,"""Wind <br>Mastery 2 """
Rare10Techer#0,"""Rare Mastery <br>Techter """
TerritoryBurstAdvance#0,"""Territory B.<br>Advance """
PowerWand#0,"""Wand <br>Reactor """
SuperTreatment#0,"""Super <br>Treatment """
ExtendAssist#0,"""Extend Assist """
TerritoryPPSave#0,"""Territory PP <br>Save """
TecherAtpStrikeUp#0,"""S-ATK Boost """
MainWand#0,"""Wand Lovers """
LongTimeAssist#0,"""Long-Time <br>Assist """
ShiftaStrike#0,"""Shifta Strike """
DebandToughness#0,"""Deband <br>Toughness """
TecherDexUp1#0,"""DEX Up """
RebirtherField#0,"""Reverser <br>Field """
RebirthBornus#0,"""Rebirth Bonus """
WideSupport#0,"""Wide Support """
WandGearElement#0,"""Wand Gear <br>Element """
TechterChargeTechJA#0,"""Tech Charge <br>JA Addition """
AllAssist#0,"""Party <br>Assist """
TechterHighLevelBonus#0,"""High Level <br>Bonus Te """
TechterNextJump#0,"""Next <br>Jump """
TechterFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
TechterAirReversal#0,"""Air <br>Reversal """
TechterDushJump#0,"""Step <br>Jump """
TechterStepJACombo#0,"""Step <br>JA Combo """
TechterJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
BraverGuard#0,"""Guard """
BraverStep#0,"""Step """
BraverStepAdvance#0,"""Step <br>Advance """
BraverStepAttack#0,"""Step <br>Attack """
BraverJustReversal#0,"""Just <br>Reversal """
Combat#0,"""Katana Combat """
CombatJABonus1#0,"""Combat JA <br>Bonus """
CombatFinish#0,"""Combat <br>Finish """
ShortTime#0,"""Rapid Shot """
ShortTimeUp1#0,"""Rapid Shot <br>Up 1 """
ShortTimeBonus1#0,"""Rapid Shot <br>Mastery """
AverageStance#0,"""Average <br>Stance """
AverageStanceUp1#0,"""Average S <br>Boost """
AverageStanceCritical#0,"""Average S <br>Critical """
AverageChargeBonus#0,"""Average S <br>Charge """
WeakStance#0,"""Weak Stance """
WeakStanceUp1#0,"""Weak Stance <br>Boost """
WeakStanceCritical#0,"""Weak Stance <br>Critical """
WeakChargeBonus#0,"""Weak Stance <br>Charge """
BraverMag#0,"""Braver Mag """
Rare10Braver#0,"""Rare Mastery <br>Braver """
JustReversalBonus#0,"""J Reversal <br>Cover """
KatanaGear#0,"""Katana Gear """
BraveConvert#0,"""Brave <br>Effect """
CriticalBonus#0,"""Critical <br>Bonus """
SnatchStep#0,"""Snatch Step """
BraverDexUp1#0,"""DEX Boost 1 """
BraverDexUp2#0,"""DEX Boost 2 """
BraverAtpStrikeUp1#0,"""S-ATK Boost """
BraverAtpFirearmUp1#0,"""R-ATK Boost """
ChargeAttackUp#0,"""Charge Bonus """
CombatEscape#0,"""Combat <br>Escape """
ShortTimeUp2#0,"""Rapid Shot <br>Up 2 """
ShortTimeAdvance#0,"""Rapid Shot <br>Advance """
CounterEdge#0,"""Counter Edge """
AttackAdvance#0,"""Attack <br>Advance """
ChargeShoot#0,"""Charge Shot """
SnatchStepJACombo#0,"""Snatch JA <br>Combo """
QuickMate#0,"""Quick Mate """
BowChargeBonus#0,"""Bullet Bow <br>Charge Bonus """
KatanaCounterBonus#0,"""Counter <br>Bonus """
KatanaGearBoost#0,"""Katana Gear <br>Boost """
BraverCombination#0,"""Braver <br>Combination """
BraverHighLevelBonus#0,"""High Level <br>Bonus Br """
BraverNextJump#0,"""Next <br>Jump """
BraverFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
BraverAirReversal#0,"""Air <br>Reversal """
BraverDushJump#0,"""Step <br>Jump """
BraverStepJACombo#0,"""Step <br>JA Combo """
BraverJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
BouncerStep#0,"""Mirage Step """
BouncerStepAdvance#0,"""Step <br>Advance """
BouncerStepAttack#0,"""Step <br>Attack """
BouncerJustReversal#0,"""Just <br>Reversal """
JustReversalPPBonus#0,"""J-Reversal <br>PP Gain """
BouncerAtpStrikeUp1#0,"""S-ATK Boost 1 """
BouncerAtpStrikeUp2#0,"""S-ATK Boost 2 """
BouncerAtpTechnicUp1#0,"""T-ATK Boost """
BouncerDexUp1#0,"""DEX Up """
JetBootsGear#0,"""Jet Boots <br>Gear """
DualbladeGear#0,"""Dual Blades <br>Gear """
CraftMastaryBouncer#0,"""Craft <br>Mastery """
Rare10Bouncer#0,"""Rare Mastery <br>Bouncer """
BouncerMag#0,"""Bouncer Mag """
ElementalPPRestraintField#0,"""Elemental PP <br>Restorate F """
CriticalField#0,"""Critical <br>Field """
ShiftaAirAttackBurst#0,"""Shifta Air <br>Attack Boost """
DebundPPRestraint#0,"""Deband Attack <br>PP Restorate """
HealShare#0,"""Heal Share """
HealBonus#0,"""Heal Bonus """
RapidBurst#0,"""Rapid Boost """
RapidBurstJABonus#0,"""Rapid Boost <br>JA Bonus """
ElementalBurst#0,"""Elemental <br>Burst """
PhotonBladeFever#0,"""Photon Blade <br>Fever """
PhotonBladeFeverUp1#0,"""Photon Blade <br>Fever Boost """
PhotonBladeEscape#0,"""Photon Blade <br>Escape """
ElementalStance#0,"""Element Stance """
ElementalStanceUp1#0,"""Element Stance <br>Boost """
ElementalStanceCritical#0,"""Element Stance <br>Critical """
BreakStance#0,"""Break Stance """
BreakStanceUp1#0,"""Break Stance <br>Boost """
BreakStanceCritical#0,"""Break Stance <br>Critical """
JetBootsStrike#0,"""Switch Strike """
BreakStanceDualBonus#0,"""Break Stance <br>D-Bonus """
FieldRemain#0,"""Field Remain """
JetBootsEscape#0,"""Jet Boots <br>Escape """
JetBootsGearBoost#0,"""Jet Boots <br>Gear Boost """
OnemoreJump#0,"""One More <br>Jump """
DodgeAutoField#0,"""Dodge <br>Auto Field """
BouncerHighLevelBonus#0,"""High Level <br>Bonus Bo """
BouncerNextJump#0,"""Next <br>Jump """
BouncerFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
BouncerAirReversal#0,"""Air <br>Reversal """
BouncerDushJump#0,"""Step <br>Jump """
BouncerStepJACombo#0,"""Step <br>JA Combo """
BouncerJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
SummonerMirageEscape#0,"""Mirage <br>Escape """
SummonerJustReversal#0,"""Just <br>Reversal """
Rare10Summoner#0,"""Rare Mastery <br>Summoner """
SummonerHPUp1#0,"""HP Up """
SummonerHPUp2#0,"""HP High Up """
SummonerPPUp1#0,"""PP Boost 1 """
SummonerPPUp2#0,"""PP Boost 2 """
AllAttackUp1#0,"""All-ATK <br>Up """
AllAttackUp2#0,"""All-ATK <br>High Up """
AllFDiffenceUp1#0,"""All DEF + DEX <br>Up """
AllFDiffenceUp2#0,"""All DEF + DEX <br>High Up """
AllJAUp#0,"""All JA Up """
AllJAComboUp#0,"""All JA Up <br>Combo """
PetPhotonBarrier#0,"""Pet <br>Photon Barrier """
PetResque#0,"""Dear Master """
HPAutoRestraint#0,"""HP Restorate """
MassiveMate#0,"""Massive Mate """
GetReadyGetUp#0,"""Get Up """
QuickRecovery#0,"""Quick <br>Recovery """
SummonerSubClassEXPUp#0,"""Subclass <br>Grow Up """
SummonerJAPPSave#0,"""JA PP Save """
PetAssist#0,"""Point Assist """
PetAssistPlus#0,"""Support Fire """
SubPetRrcoverUp#0,"""Reserve <br>Recovery """
PetHPRestraint#0,"""Pet Recovery """
PetSympathy#0,"""Pet <br>Sympathy """
HarmonizeUp#0,"""Harmonize <br>Up """
EasySympathy#0,"""Easy <br>Sympathy """
SympathyTime#0,"""Sympathy <br>Time """
PetStand#0,"""Alter Ego """
SummonerPPAdvance#0,"""PB Advance """
TamingMaster#0,"""Taming <br>Master """
PetSwtichStrike#0,"""Pet Switch <br>Strike """
PetSwtichShoot#0,"""Pet Switch <br>Shoot """
AllAttackBonus1#0,"""All Attack <br>Bonus 1 """
AllAttackBonus2#0,"""All Attack <br>Bonus 2 """
PetElementalWeakPoint#0,"""Pet Elemental <br>Weak Hit """
PetElementPPRestraint#0,"""Pet Elemental <br>PP Restorate """
LongDistanceLove#0,"""Long Distance <br>Love """
TakeOver#0,"""Assist Share """
PetStandHarmony#0,"""Alter Ego <br>Harmony """
SummonerHighLevelBonus#0,"""High Level <br>Bonus Su """
SummonerNextJump#0,"""Next <br>Jump """
SummonerFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
SummonerAirReversal#0,"""Air <br>Reversal """
SummonerDushJump#0,"""Step <br>Jump """
SummonerStepJACombo#0,"""Step <br>JA Combo """
SummonerJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
Intensive#0,"""Hero Boost """
WpnmanWeaponBonus1#0,"""Hero Weapon <br>Bonus 1 """
WpnmanWeaponBonus2#0,"""Hero Weapon <br>Bonus 2 """
WeakAttackCritical#0,"""Weak Attack <br>Critical """
WpnmanCounter#0,"""Hero <br>Counter """
WpnmanTime#0,"""Hero Time """
WpnmanTimeFinish#0,"""Hero Time <br>Finish """
WpnmanTimeCounterBonus#0,"""HT Counter <br>Bonus """
WpnmanTimeCounterPpGain#0,"""HT Counter <br>PP Gain """
SwordShotCharge2#0,"""Aura <br>High Charge """
SwordShotComboShortCharge#0,"""Combo Aura <br>Short Charge """
AllTechPPSave#0,"""All Tech <br>PP Save """
ZeroRangeGearUp#0,"""Zero Range <br>Gear Up """
LongRangeGearUp#0,"""Long Range <br>Gear Up """
ComboGearUp#0,"""Combo <br>Gear Up """
VictoryShout#0,"""Victory <br>Shout """
HFlushGuard#0,"""Hero Flash <br>Guard """
SolidWpnman#0,"""Solid Hero """
WpnmanAttackBonus#0,"""H Attack <br>Bonus """
WpnmanMag#0,"""Hero Mag """
WpnmanAtpAllUp1#0,"""Increase All <br>ATK Up """
WpnmanDfpAllUp1#0,"""Increase All <br>DEF Up """
WpnmanHPUp1#0,"""HP Up """
WpnmanPPUp1#0,"""PP Up """
WpnmanWill#0,"""Hero Will """
WpnmanJustReversal#0,"""Just <br>Reversal """
WpnmanNextJump#0,"""Next <br>Jump """
WpnmanOneMoreJump#0,"""Hero One <br>More Jump """
WpnmanComeAgain#0,"""Come Again """
WpnmanChargeKeep#0,"""H Talis <br>Charge Keep """
WpnmanTMGAttackPPSave#0,"""TMG Attack <br>PP Save """
WpnmanGearTimeGain#0,"""Hero Gear <br>Time Gain """
FirstBlood#0,"""First Blood """
WpnmanStep#0,"""Step """
WpnmanStepAttack#0,"""Step<br>Attack """
WpnmanTalisWeaponAction#0,"""Talis Action """
WpnmanAirReversal#0,"""Air <br>Reversal """
WpnmanDushJump#0,"""Step <br>Jump """
WpnmanStepJACombo#0,"""Step <br>JA Combo """
WpnmanJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
WpnmanRefresh#0,"""Hero <br>Refresh """
WpnmanHighLevelBonus#0,"""High Level <br>Bonus Hr """
VillainStep#0,"""Phantom <br>Step """
VillainStepAttack#0,"""Step <br>Attack """
VillainNextJump#0,"""Next <br>Jump """
VillainFlipStep#0,"""Flip <br>Step """
PrimalTime#0,"""Phantom Time """
AnotherTime#0,"""Another <br>Time """
BrankingTime#0,"""Blanking <br>Time """
VillainTimeFinish#0,"""Phantom Time <br>Finish """
VillainJustReversal#0,"""Just <br>Reversal """
VillainAirReversal#0,"""Air <br>Reversal """
VillainDushJump#0,"""Step <br>Jump """
VillainStepJACombo#0,"""Step <br>JA Combo """
VillainJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
VillainPPHighUp#0,"""PP High Up """
VillainWeaponBonus1#0,"""Ph Weapon <br>Bonus 1 """
VillainWeaponBonus2#0,"""Ph Weapon <br>Bonus 2 """
VillainCounter#0,"""Phantom <br>Counter """
VillainOneMoreJump#0,"""Phantom One <br>More Jump """
VillainDodgePPRegain#0,"""Dodge <br>PP Regain """
VillainFullDrive#0,"""Full Drive """
VillainNmlTecAdvPlus#0,"""All Tech <br>Advance """
VillainMarker#0,"""Phantom <br>Mark """
VillainMarkHeal#0,"""Mark Heal """
VillainMarkPpDrain#0,"""Mark <br>PP Drain """
VillainLearningMark#0,"""Learning <br>Mark """
VillainZeroRangeBoost#0,"""Zero Range <br>Mark Boost """
VillainLongRangeBoost#0,"""Long Range <br>Mark Boost """
VillainChaseMarkBoost#0,"""Chase <br>Mark Boost """
PrimalTimePlus#0,"""Phantom Time <br>Jellen Plus """
AnotherTimePlus#0,"""Another <br>Time Plus """
BrankingTimePlus#0,"""Blanking <br>Time Plus """
VillainTecShortCharge#0,"""Tech Short <br>Charge """
VillainMag#0,"""Phantom Mag """
VillainPhotonStream1#0,"""Photon <br>Stream """
VillainStepDash#0,"""Step <br>Dash """
VillainFirstBlood#0,"""First <br>Blood """
VillainChargeTechJA#0,"""Charge Tech <br>JA Addition """
VillainPPRestraint#0,"""Phantom <br>PP Restorate """
VillainLoadOfThorn#0,"""Lord of Thorn """
VillainBullsEye#0,"""Bullseye """
VillainAttackJellen#0,"""Attack Jellen """
VillainJellenRedress#0,"""Jellen Redress """
VillainQuickCut#0,"""Quick Cut """
VillainDodgeCounterShot#0,"""Dodge <br>Counter Shot """
VillainSprintTecCharge#0,"""Sprint Tech <br>Charge """
VillainGespenst#0,"""Gespenst """
VillainAmbivalence#0,"""Ambivalence """
VillainTouchDown#0,"""Touchdown """
VillainRifleWeaponAction#0,"""Rifle Action """
VillainRodWeaponAction#0,"""Rod Action """
VillainDodge#0,"""Stealth <br>Tech Charge """
PrimalTimePlus2#0,"""Phantom Time <br>Mark Boost """
